instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3653,2,0,6,2,0,1,1,1,0.58,0.5455,0.88,0.1045,4,4,8
3654,2,0,6,3,0,1,1,1,0.58,0.5455,0.88,0.0,2,3,5
3655,2,0,6,4,0,1,1,1,0.56,0.5303,0.94,0.1045,4,4,8
3656,2,0,6,5,0,1,1,1,0.56,0.5303,0.88,0.0896,7,24,31
3657,2,0,6,6,0,1,1,1,0.58,0.5455,0.88,0.0,11,101,112
3658,2,0,6,7,0,1,1,1,0.62,0.5909,0.78,0.1045,18,281,299
3659,2,0,6,8,0,1,1,1,0.64,0.6061,0.73,0.0896,28,410,438
3660,2,0,6,9,0,1,1,1,0.7,0.6515,0.58,0.1642,26,162,188
3661,2,0,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,31,64,95
3662,2,0,6,11,0,1,1,1,0.74,0.6667,0.42,0.1343,39,72,111
3663,2,0,6,12,0,1,1,1,0.76,0.6667,0.37,0.1642,25,128,153
3664,2,0,6,13,0,1,1,1,0.78,0.6818,0.35,0.0,28,152,180
3665,2,0,6,14,0,1,1,1,0.78,0.6818,0.31,0.1343,46,99,145
3666,2,0,6,15,0,1,1,1,0.8,0.697,0.29,0.194,38,127,165
3667,2,0,6,16,0,1,1,1,0.76,0.6667,0.33,0.1343,34,233,267
3668,2,0,6,17,0,1,1,1,0.78,0.6818,0.33,0.2836,63,516,579
3669,2,0,6,18,0,1,1,1,0.76,0.6667,0.31,0.1343,56,500,556
3670,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.194,64,343,407
3671,2,0,6,20,0,1,1,1,0.68,0.6364,0.61,0.1343,59,277,336
3672,2,0,6,21,0,1,1,1,0.66,0.6212,0.57,0.0896,29,160,189
3673,2,0,6,22,0,1,1,1,0.66,0.6212,0.61,0.0896,36,137,173
3674,2,0,6,23,0,1,1,1,0.64,0.6061,0.69,0.0896,5,55,60
3675,2,0,6,0,0,2,1,1,0.64,0.6061,0.65,0.0896,5,15,20
3676,2,0,6,1,0,2,1,1,0.62,0.6061,0.69,0.1343,2,2,4
3677,2,0,6,2,0,2,1,1,0.6,0.5909,0.73,0.0896,3,2,5
3678,2,0,6,3,0,2,1,1,0.6,0.5909,0.73,0.0896,1,1,2
3679,2,0,6,4,0,2,1,1,0.58,0.5455,0.83,0.1343,2,3,5
3680,2,0,6,5,0,2,1,1,0.58,0.5455,0.88,0.1642,2,30,32
3681,2,0,6,6,0,2,1,1,0.6,0.5758,0.78,0.1343,10,116,126
3682,2,0,6,7,0,2,1,2,0.64,0.6061,0.69,0.194,23,311,334
3683,2,0,6,8,0,2,1,2,0.68,0.6364,0.61,0.1343,45,432,477
3684,2,0,6,9,0,2,1,2,0.72,0.6667,0.58,0.2239,27,190,217
3685,2,0,6,10,0,2,1,2,0.76,0.6818,0.48,0.194,37,86,123
3686,2,0,6,11,0,2,1,2,0.76,0.697,0.52,0.2537,38,113,151
3687,2,0,6,12,0,2,1,2,0.8,0.7273,0.46,0.2836,42,141,183
3688,2,0,6,13,0,2,1,2,0.8,0.7273,0.43,0.2537,55,141,196
3689,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,34,112,146
3690,2,0,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,56,127,183
3691,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,55,253,308
3692,2,0,6,17,0,2,1,1,0.8,0.7273,0.43,0.2537,64,475,539
3693,2,0,6,18,0,2,1,1,0.78,0.697,0.46,0.2836,72,479,551
3694,2,0,6,19,0,2,1,1,0.76,0.6818,0.48,0.2537,69,355,424
3695,2,0,6,20,0,2,1,1,0.74,0.6818,0.56,0.1343,45,301,346
3696,2,0,6,21,0,2,1,1,0.72,0.6818,0.7,0.1343,31,187,218
3697,2,0,6,22,0,2,1,1,0.7,0.6515,0.65,0.1343,27,126,153
3698,2,0,6,23,0,2,1,1,0.68,0.6364,0.79,0.1045,18,72,90
3699,2,0,6,0,0,3,1,1,0.66,0.5909,0.89,0.1343,12,29,41
3700,2,0,6,1,0,3,1,1,0.66,0.6061,0.78,0.0,3,20,23
3701,2,0,6,2,0,3,1,1,0.64,0.5758,0.89,0.0896,0,7,7
3702,2,0,6,3,0,3,1,1,0.64,0.5758,0.89,0.0896,2,1,3
3703,2,0,6,4,0,3,1,1,0.62,0.5758,0.83,0.0,0,6,6
3704,2,0,6,5,0,3,1,1,0.62,0.5606,0.88,0.0,0,21,21
3705,2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,13,103,116
3706,2,0,6,7,0,3,1,1,0.66,0.6212,0.74,0.1045,24,329,353
3707,2,0,6,8,0,3,1,1,0.76,0.7121,0.58,0.1642,46,435,481
3708,2,0,6,9,0,3,1,1,0.76,0.7121,0.58,0.1642,34,168,202
3709,2,0,6,10,0,3,1,1,0.82,0.7424,0.43,0.2239,27,63,90
3710,2,0,6,11,0,3,1,1,0.84,0.7576,0.41,0.194,28,106,134
3711,2,0,6,12,0,3,1,1,0.88,0.8182,0.42,0.1343,15,134,149
3712,2,0,6,13,0,3,1,1,0.9,0.8485,0.42,0.0,20,116,136
3713,2,0,6,14,0,3,1,1,0.92,0.8788,0.4,0.2537,44,111,155
3714,2,0,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,28,100,128
3715,2,0,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,34,199,233
3716,2,0,6,17,0,3,1,1,0.92,0.8485,0.35,0.2239,80,426,506
3717,2,0,6,18,0,3,1,1,0.9,0.8182,0.37,0.2239,61,398,459
3718,2,0,6,19,0,3,1,1,0.82,0.803,0.59,0.1343,61,323,384
3719,2,0,6,20,0,3,1,1,0.8,0.7879,0.63,0.1343,55,225,280
3720,2,0,6,21,0,3,1,1,0.8,0.803,0.66,0.1343,34,168,202
3721,2,0,6,22,0,3,1,1,0.76,0.7424,0.75,0.1642,37,139,176
3722,2,0,6,23,0,3,1,1,0.76,0.7424,0.75,0.194,18,98,116
3723,2,0,6,0,0,4,1,2,0.74,0.7121,0.79,0.1343,7,40,47
3724,2,0,6,1,0,4,1,1,0.74,0.7121,0.79,0.1045,3,13,16
3725,2,0,6,2,0,4,1,2,0.72,0.7121,0.84,0.1642,0,6,6
3726,2,0,6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,0,2,2
3727,2,0,6,4,0,4,1,2,0.72,0.697,0.79,0.0896,2,4,6
3728,2,0,6,5,0,4,1,2,0.7,0.6667,0.84,0.0,1,19,20
3729,2,0,6,6,0,4,1,2,0.72,0.7121,0.84,0.0896,13,105,118
3730,2,0,6,7,0,4,1,2,0.72,0.697,0.79,0.1343,31,283,314
3731,2,0,6,8,0,4,1,2,0.76,0.7273,0.7,0.1045,32,400,432
3732,2,0,6,9,0,4,1,1,0.84,0.7879,0.49,0.0,20,148,168
3733,2,0,6,10,0,4,1,1,0.86,0.8182,0.5,0.2836,20,74,94
3734,2,0,6,11,0,4,1,1,0.9,0.8485,0.42,0.2239,36,82,118
3735,2,0,6,12,0,4,1,1,0.92,0.8485,0.35,0.194,40,100,140
3736,2,0,6,13,0,4,1,1,0.9,0.8182,0.37,0.0896,18,118,136
3737,2,0,6,14,0,4,1,1,0.92,0.8788,0.4,0.194,25,93,118
3738,2,0,6,15,0,4,1,1,0.94,0.8333,0.31,0.1642,18,86,104
3739,2,0,6,16,0,4,1,1,0.92,0.8333,0.33,0.1343,30,170,200
3740,2,0,6,17,0,4,1,1,0.9,0.8182,0.37,0.2537,54,355,409
3741,2,0,6,18,0,4,1,1,0.88,0.803,0.39,0.2836,52,414,466
3742,2,0,6,19,0,4,1,2,0.84,0.7424,0.39,0.3284,55,271,326
3743,2,0,6,20,0,4,1,2,0.8,0.7273,0.43,0.194,40,214,254
3744,2,0,6,21,0,4,1,3,0.76,0.697,0.52,0.0,29,142,171
3745,2,0,6,22,0,4,1,2,0.74,0.6818,0.58,0.1642,22,131,153
3746,2,0,6,23,0,4,1,2,0.74,0.697,0.57,0.1642,15,82,97
3747,2,0,6,0,0,5,1,3,0.7,0.6515,0.65,0.2239,8,61,69
3748,2,0,6,1,0,5,1,3,0.7,0.6515,0.65,0.2239,5,18,23
3749,2,0,6,2,0,5,1,1,0.68,0.6364,0.69,0.1642,6,7,13
3750,2,0,6,3,0,5,1,1,0.68,0.6364,0.69,0.1642,3,3,6
3751,2,0,6,4,0,5,1,1,0.66,0.6061,0.78,0.1642,0,4,4
3752,2,0,6,5,0,5,1,1,0.66,0.6061,0.78,0.1642,0,28,28
3753,2,0,6,6,0,5,1,1,0.66,0.6061,0.78,0.0896,10,94,104
3754,2,0,6,7,0,5,1,1,0.72,0.6818,0.66,0.1045,25,242,267
3755,2,0,6,8,0,5,1,1,0.74,0.6818,0.58,0.1343,29,423,452
3756,2,0,6,9,0,5,1,1,0.76,0.697,0.55,0.0,37,176,213
3757,2,0,6,10,0,5,1,1,0.78,0.7121,0.52,0.0,23,88,111
3758,2,0,6,11,0,5,1,1,0.82,0.7576,0.46,0.0,46,107,153
3759,2,0,6,12,0,5,1,1,0.84,0.7576,0.44,0.1343,40,167,207
3760,2,0,6,13,0,5,1,1,0.84,0.7576,0.44,0.1045,40,149,189
3761,2,0,6,14,0,5,1,1,0.86,0.7727,0.39,0.0,44,121,165
3762,2,0,6,15,0,5,1,1,0.84,0.7576,0.44,0.1045,49,163,212
3763,2,0,6,16,0,5,1,1,0.82,0.7879,0.56,0.2985,46,239,285
3764,2,0,6,17,0,5,1,1,0.82,0.7727,0.52,0.2239,63,454,517
3765,2,0,6,18,0,5,1,1,0.8,0.7727,0.59,0.2239,96,367,463
3766,2,0,6,19,0,5,1,1,0.78,0.7424,0.59,0.194,61,245,306
3767,2,0,6,20,0,5,1,1,0.76,0.7121,0.62,0.1045,53,197,250
3768,2,0,6,21,0,5,1,1,0.76,0.7273,0.66,0.1343,55,163,218
3769,2,0,6,22,0,5,1,1,0.72,0.697,0.74,0.2537,40,145,185
3770,2,0,6,23,0,5,1,1,0.72,0.697,0.74,0.1642,36,110,146
3771,2,0,6,0,0,6,0,1,0.7,0.6667,0.79,0.1343,28,89,117
3772,2,0,6,1,0,6,0,1,0.7,0.6667,0.79,0.0896,10,67,77
3773,2,0,6,2,0,6,0,1,0.7,0.6667,0.79,0.1045,10,50,60
3774,2,0,6,3,0,6,0,1,0.68,0.6364,0.83,0.0896,10,18,28
3775,2,0,6,4,0,6,0,1,0.68,0.6364,0.79,0.0896,4,9,13
3776,2,0,6,5,0,6,0,1,0.68,0.6364,0.74,0.1343,4,12,16
3777,2,0,6,6,0,6,0,1,0.7,0.6515,0.61,0.1343,9,31,40
3778,2,0,6,7,0,6,0,1,0.72,0.6667,0.58,0.194,18,50,68
3779,2,0,6,8,0,6,0,1,0.74,0.6818,0.58,0.194,32,111,143
3780,2,0,6,9,0,6,0,1,0.74,0.6818,0.62,0.1343,59,171,230
3781,2,0,6,10,0,6,0,1,0.74,0.6818,0.58,0.1642,91,173,264
3782,2,0,6,11,0,6,0,1,0.76,0.7121,0.62,0.1343,110,215,325
3783,2,0,6,12,0,6,0,1,0.8,0.7576,0.55,0.2239,112,235,347
3784,2,0,6,13,0,6,0,1,0.8,0.7576,0.55,0.194,150,237,387
3785,2,0,6,14,0,6,0,1,0.82,0.7727,0.49,0.1045,148,232,380
3786,2,0,6,15,0,6,0,1,0.82,0.7727,0.49,0.1045,142,232,374
3787,2,0,6,16,0,6,0,2,0.8,0.7273,0.46,0.194,169,225,394
3788,2,0,6,17,0,6,0,2,0.74,0.6818,0.58,0.1642,147,190,337
3789,2,0,6,18,0,6,0,2,0.72,0.6818,0.62,0.1343,131,155,286
3790,2,0,6,19,0,6,0,1,0.7,0.6515,0.65,0.194,97,167,264
3791,2,0,6,20,0,6,0,1,0.68,0.6364,0.74,0.2537,95,180,275
3792,2,0,6,21,0,6,0,1,0.66,0.6212,0.74,0.2239,76,144,220
3793,2,0,6,22,0,6,0,1,0.66,0.6061,0.78,0.2239,53,137,190
3794,2,0,6,23,0,6,0,1,0.66,0.6212,0.74,0.1045,24,107,131
3795,2,0,6,0,0,0,0,1,0.66,0.6061,0.78,0.2239,19,100,119
3796,2,0,6,1,0,0,0,1,0.64,0.5758,0.83,0.1045,19,74,93
3797,2,0,6,2,0,0,0,1,0.64,0.5758,0.89,0.2537,9,57,66
3798,2,0,6,3,0,0,0,1,0.64,0.5758,0.89,0.2836,8,20,28
3799,2,0,6,4,0,0,0,1,0.62,0.5606,0.88,0.1642,8,6,14
3800,2,0,6,5,0,0,0,1,0.62,0.5606,0.88,0.2239,5,5,10
3801,2,0,6,6,0,0,0,1,0.62,0.5606,0.88,0.1045,5,9,14
3802,2,0,6,7,0,0,0,1,0.64,0.5909,0.78,0.1045,7,27,34
3803,2,0,6,8,0,0,0,1,0.7,0.6667,0.74,0.0,28,64,92
3804,2,0,6,9,0,0,0,1,0.72,0.6818,0.66,0.0,75,107,182
3805,2,0,6,10,0,0,0,1,0.76,0.7121,0.58,0.0896,120,191,311
3806,2,0,6,11,0,0,0,1,0.78,0.7273,0.55,0.1045,131,236,367
3807,2,0,6,12,0,0,0,1,0.82,0.7576,0.46,0.0,176,244,420
3808,2,0,6,13,0,0,0,1,0.78,0.7424,0.59,0.2836,109,264,373
3809,2,0,6,14,0,0,0,1,0.82,0.7879,0.56,0.2537,96,219,315
3810,2,0,6,15,0,0,0,1,0.8,0.7727,0.59,0.2985,142,218,360
3811,2,0,6,16,0,0,0,3,0.68,0.6364,0.83,0.2836,115,235,350
3812,2,0,6,17,0,0,0,3,0.68,0.6364,0.83,0.2836,94,158,252
3813,2,0,6,18,0,0,0,1,0.7,0.6667,0.74,0.1642,69,187,256
3814,2,0,6,19,0,0,0,1,0.7,0.6667,0.74,0.1045,67,156,223
3815,2,0,6,20,0,0,0,1,0.66,0.6061,0.83,0.1642,62,144,206
3816,2,0,6,21,0,0,0,1,0.66,0.6061,0.83,0.1045,39,101,140
3817,2,0,6,22,0,0,0,1,0.64,0.5758,0.83,0.1343,31,97,128
3818,2,0,6,23,0,0,0,1,0.64,0.5909,0.78,0.194,33,74,107
3819,2,0,6,0,0,1,1,1,0.64,0.5909,0.78,0.1343,8,20,28
3820,2,0,6,1,0,1,1,1,0.64,0.6061,0.73,0.2239,6,10,16
3821,2,0,6,2,0,1,1,1,0.62,0.5909,0.73,0.2836,2,8,10
3822,2,0,6,3,0,1,1,1,0.6,0.6061,0.6,0.4925,1,6,7
3823,2,0,6,4,0,1,1,1,0.56,0.5303,0.64,0.2985,1,3,4
3824,2,0,6,5,0,1,1,1,0.54,0.5152,0.64,0.3881,2,27,29
3825,2,0,6,6,0,1,1,1,0.54,0.5152,0.64,0.4179,7,98,105
3826,2,0,6,7,0,1,1,1,0.56,0.5303,0.56,0.3582,26,302,328
3827,2,0,6,8,0,1,1,1,0.58,0.5455,0.49,0.4478,44,432,476
3828,2,0,6,9,0,1,1,1,0.62,0.6212,0.46,0.3582,35,189,224
3829,2,0,6,10,0,1,1,1,0.64,0.6212,0.41,0.3284,38,80,118
3830,2,0,6,11,0,1,1,1,0.66,0.6212,0.41,0.2985,53,106,159
3831,2,0,6,12,0,1,1,1,0.66,0.6212,0.41,0.2836,35,161,196
3832,2,0,6,13,0,1,1,1,0.7,0.6364,0.37,0.0,53,174,227
3833,2,0,6,14,0,1,1,1,0.7,0.6364,0.34,0.2537,55,145,200
3834,2,0,6,15,0,1,1,1,0.7,0.6364,0.37,0.4478,58,127,185
3835,2,0,6,16,0,1,1,1,0.7,0.6364,0.37,0.4179,64,262,326
3836,2,0,6,17,0,1,1,1,0.7,0.6364,0.39,0.3284,72,529,601
3837,2,0,6,18,0,1,1,1,0.7,0.6364,0.37,0.3582,76,510,586
3838,2,0,6,19,0,1,1,1,0.66,0.6212,0.39,0.2836,75,348,423
3839,2,0,6,20,0,1,1,1,0.64,0.6212,0.44,0.2537,78,253,331
3840,2,0,6,21,0,1,1,1,0.64,0.6212,0.41,0.2537,40,178,218
3841,2,0,6,22,0,1,1,1,0.62,0.6212,0.46,0.2239,20,114,134
3842,2,0,6,23,0,1,1,1,0.62,0.6212,0.46,0.194,14,75,89
3843,2,0,6,0,0,2,1,1,0.6,0.6212,0.49,0.194,13,18,31
3844,2,0,6,1,0,2,1,1,0.6,0.6212,0.49,0.2537,3,10,13
3845,2,0,6,2,0,2,1,1,0.6,0.6212,0.49,0.2836,2,8,10
3846,2,0,6,3,0,2,1,1,0.58,0.5455,0.53,0.3284,1,1,2
3847,2,0,6,4,0,2,1,1,0.54,0.5152,0.6,0.2537,0,3,3
3848,2,0,6,5,0,2,1,1,0.54,0.5152,0.56,0.3284,3,23,26
3849,2,0,6,6,0,2,1,1,0.54,0.5152,0.56,0.2985,6,107,113
3850,2,0,6,7,0,2,1,1,0.56,0.5303,0.52,0.4179,19,346,365
3851,2,0,6,8,0,2,1,1,0.58,0.5455,0.49,0.3881,45,441,486
3852,2,0,6,9,0,2,1,1,0.62,0.6212,0.46,0.194,19,174,193
3853,2,0,6,10,0,2,1,1,0.62,0.6212,0.46,0.2239,33,97,130
3854,2,0,6,11,0,2,1,1,0.64,0.6212,0.41,0.2836,40,103,143
3855,2,0,6,12,0,2,1,1,0.64,0.6212,0.41,0.3582,30,139,169
3856,2,0,6,13,0,2,1,1,0.64,0.6212,0.44,0.2239,33,176,209
3857,2,0,6,14,0,2,1,2,0.64,0.6212,0.47,0.194,41,118,159
3858,2,0,6,15,0,2,1,1,0.64,0.6212,0.47,0.1642,42,136,178
3859,2,0,6,16,0,2,1,1,0.68,0.6364,0.41,0.194,51,279,330
3860,2,0,6,17,0,2,1,3,0.64,0.6212,0.5,0.2836,85,484,569
3861,2,0,6,18,0,2,1,1,0.62,0.6212,0.51,0.3284,65,473,538
3862,2,0,6,19,0,2,1,1,0.64,0.6212,0.5,0.3582,51,335,386
3863,2,0,6,20,0,2,1,1,0.6,0.6212,0.56,0.1642,60,237,297
3864,2,0,6,21,0,2,1,1,0.6,0.6212,0.56,0.2985,37,206,243
3865,2,0,6,22,0,2,1,1,0.58,0.5455,0.6,0.2239,29,159,188
3866,2,0,6,23,0,2,1,1,0.56,0.5303,0.68,0.2239,19,91,110
3867,2,0,6,0,0,3,1,1,0.56,0.5303,0.64,0.3582,8,44,52
3868,2,0,6,1,0,3,1,1,0.54,0.5152,0.64,0.2836,0,14,14
3869,2,0,6,2,0,3,1,1,0.52,0.5,0.63,0.2239,0,9,9
3870,2,0,6,3,0,3,1,1,0.5,0.4848,0.68,0.2537,0,1,1
3871,2,0,6,4,0,3,1,1,0.5,0.4848,0.63,0.2836,0,4,4
3872,2,0,6,5,0,3,1,1,0.48,0.4697,0.67,0.2836,1,20,21
3873,2,0,6,6,0,3,1,1,0.5,0.4848,0.63,0.2537,11,110,121
3874,2,0,6,7,0,3,1,1,0.54,0.5152,0.6,0.1343,22,348,370
3875,2,0,6,8,0,3,1,1,0.58,0.5455,0.53,0.1343,53,445,498
3876,2,0,6,9,0,3,1,1,0.6,0.6212,0.49,0.0,22,185,207
3877,2,0,6,10,0,3,1,1,0.64,0.6212,0.47,0.1642,27,108,135
3878,2,0,6,11,0,3,1,1,0.68,0.6364,0.36,0.0,49,115,164
3879,2,0,6,12,0,3,1,1,0.7,0.6364,0.34,0.2239,33,178,211
3880,2,0,6,13,0,3,1,1,0.74,0.6515,0.28,0.2836,43,146,189
3881,2,0,6,14,0,3,1,1,0.74,0.6515,0.28,0.0,50,128,178
3882,2,0,6,15,0,3,1,1,0.76,0.6667,0.27,0.0,33,131,164
3883,2,0,6,16,0,3,1,1,0.76,0.6667,0.27,0.1343,47,265,312
3884,2,0,6,17,0,3,1,1,0.74,0.6515,0.28,0.1045,83,555,638
3885,2,0,6,18,0,3,1,1,0.72,0.6515,0.32,0.1343,80,527,607
3886,2,0,6,19,0,3,1,1,0.7,0.6364,0.37,0.2836,54,362,416
3887,2,0,6,20,0,3,1,1,0.66,0.6212,0.44,0.1642,57,273,330
3888,2,0,6,21,0,3,1,1,0.64,0.6212,0.47,0.2239,48,209,257
3889,2,0,6,22,0,3,1,1,0.62,0.6212,0.5,0.1045,31,144,175
3890,2,0,6,23,0,3,1,1,0.62,0.6212,0.53,0.0,17,90,107
3891,2,0,6,0,0,4,1,1,0.6,0.6212,0.56,0.1045,9,38,47
3892,2,0,6,1,0,4,1,1,0.58,0.5455,0.6,0.0,4,13,17
3893,2,0,6,2,0,4,1,1,0.6,0.6212,0.56,0.0896,1,4,5
3894,2,0,6,3,0,4,1,2,0.56,0.5303,0.73,0.0896,0,4,4
3895,2,0,6,4,0,4,1,2,0.56,0.5303,0.68,0.1045,0,6,6
3896,2,0,6,5,0,4,1,1,0.6,0.6061,0.64,0.194,7,18,25
3897,2,0,6,6,0,4,1,3,0.58,0.5455,0.73,0.1642,8,104,112
3898,2,0,6,7,0,4,1,3,0.56,0.5303,0.78,0.1642,16,172,188
3899,2,0,6,8,0,4,1,2,0.6,0.5909,0.69,0.1343,24,364,388
3900,2,0,6,9,0,4,1,2,0.62,0.6061,0.65,0.194,29,232,261
3901,2,0,6,10,0,4,1,2,0.66,0.6212,0.61,0.2537,18,103,121
3902,2,0,6,11,0,4,1,2,0.68,0.6364,0.61,0.2985,33,117,150
3903,2,0,6,12,0,4,1,1,0.72,0.6667,0.54,0.3881,41,165,206
3904,2,0,6,13,0,4,1,2,0.72,0.6667,0.54,0.2537,37,114,151
3905,2,0,6,14,0,4,1,2,0.72,0.6667,0.54,0.3284,39,114,153
3906,2,0,6,15,0,4,1,2,0.7,0.6515,0.61,0.2985,32,127,159
3907,2,0,6,16,0,4,1,3,0.66,0.6212,0.69,0.194,36,258,294
3908,2,0,6,17,0,4,1,2,0.64,0.5909,0.78,0.1045,42,230,272
3909,2,0,6,18,0,4,1,1,0.64,0.5758,0.83,0.2239,26,299,325
3910,2,0,6,19,0,4,1,1,0.62,0.5758,0.83,0.2836,58,269,327
3911,2,0,6,20,0,4,1,1,0.62,0.5758,0.83,0.3284,25,176,201
3912,2,0,6,21,0,4,1,3,0.62,0.5758,0.83,0.2537,34,154,188
3913,2,0,6,22,0,4,1,3,0.62,0.5758,0.83,0.2537,24,127,151
3914,2,0,6,23,0,4,1,3,0.6,0.5606,0.83,0.2537,2,14,16
3915,2,0,6,0,0,5,1,1,0.56,0.5303,0.88,0.0896,3,21,24
3916,2,0,6,1,0,5,1,1,0.56,0.5303,0.94,0.1343,4,19,23
3917,2,0,6,2,0,5,1,1,0.56,0.5303,0.94,0.1045,2,11,13
3918,2,0,6,3,0,5,1,1,0.56,0.5303,0.94,0.1045,1,5,6
3919,2,0,6,4,0,5,1,1,0.54,0.5152,0.94,0.1343,1,5,6
3920,2,0,6,5,0,5,1,1,0.54,0.5152,1.0,0.0,1,12,13
3921,2,0,6,6,0,5,1,1,0.56,0.5303,0.94,0.0,8,89,97
3922,2,0,6,7,0,5,1,1,0.6,0.5606,0.83,0.0,25,225,250
3923,2,0,6,8,0,5,1,2,0.6,0.5606,0.83,0.0,28,426,454
3924,2,0,6,9,0,5,1,1,0.7,0.6515,0.58,0.194,28,196,224
3925,2,0,6,10,0,5,1,1,0.7,0.6515,0.58,0.194,44,126,170
3926,2,0,6,11,0,5,1,1,0.68,0.6364,0.69,0.2537,43,138,181
3927,2,0,6,12,0,5,1,1,0.7,0.6515,0.65,0.2537,49,194,243
3928,2,0,6,13,0,5,1,1,0.74,0.6818,0.62,0.2836,48,156,204
3929,2,0,6,14,0,5,1,1,0.76,0.697,0.52,0.194,73,142,215
3930,2,0,6,15,0,5,1,1,0.78,0.697,0.43,0.2239,62,181,243
3931,2,0,6,16,0,5,1,1,0.76,0.6818,0.45,0.1642,69,286,355
3932,2,0,6,17,0,5,1,3,0.76,0.6818,0.4,0.194,85,467,552
3933,2,0,6,18,0,5,1,3,0.76,0.6818,0.4,0.194,62,388,450
3934,2,0,6,19,0,5,1,3,0.64,0.5758,0.83,0.2537,53,275,328
3935,2,0,6,20,0,5,1,1,0.64,0.5909,0.78,0.1045,40,192,232
3936,2,0,6,21,0,5,1,1,0.64,0.5909,0.78,0.0896,49,159,208
3937,2,0,6,22,0,5,1,1,0.62,0.5606,0.88,0.1343,48,127,175
3938,2,0,6,23,0,5,1,1,0.62,0.5758,0.83,0.1343,37,141,178
3939,2,0,6,0,0,6,0,1,0.62,0.5606,0.88,0.1343,21,83,104
3940,2,0,6,1,0,6,0,1,0.62,0.5758,0.83,0.1045,15,80,95
3941,2,0,6,2,0,6,0,1,0.6,0.5455,0.88,0.0,16,37,53
3942,2,0,6,3,0,6,0,1,0.6,0.5455,0.88,0.0896,4,16,20
3943,2,0,6,4,0,6,0,1,0.6,0.5455,0.88,0.0896,1,4,5
3944,2,0,6,5,0,6,0,1,0.62,0.5758,0.83,0.0,1,6,7
3945,2,0,6,6,0,6,0,1,0.62,0.5758,0.83,0.1045,9,18,27
3946,2,0,6,7,0,6,0,1,0.64,0.5909,0.78,0.1343,12,45,57
3947,2,0,6,8,0,6,0,1,0.66,0.6061,0.78,0.0896,28,103,131
3948,2,0,6,9,0,6,0,1,0.7,0.6515,0.61,0.2239,62,156,218
3949,2,0,6,10,0,6,0,1,0.72,0.6818,0.62,0.194,68,176,244
3950,2,0,6,11,0,6,0,1,0.72,0.6818,0.62,0.1343,134,270,404
3951,2,0,6,12,0,6,0,1,0.74,0.697,0.66,0.0896,162,258,420
3952,2,0,6,13,0,6,0,1,0.76,0.697,0.55,0.0,135,192,327
3953,2,0,6,14,0,6,0,2,0.8,0.7273,0.46,0.2836,138,196,334
3954,2,0,6,15,0,6,0,2,0.82,0.7576,0.46,0.1343,153,214,367
3955,2,0,6,16,0,6,0,2,0.76,0.697,0.52,0.2239,193,275,468
3956,2,0,6,17,0,6,0,2,0.76,0.6818,0.48,0.1642,210,239,449
3957,2,0,6,18,0,6,0,2,0.74,0.6818,0.55,0.194,118,263,381
3958,2,0,6,19,0,6,0,2,0.74,0.6667,0.51,0.1045,99,227,326
3959,2,0,6,20,0,6,0,2,0.72,0.6667,0.58,0.1343,61,127,188
3960,2,0,6,21,0,6,0,2,0.72,0.6818,0.66,0.1045,58,125,183
3961,2,0,6,22,0,6,0,2,0.72,0.6818,0.62,0.1343,56,105,161
3962,2,0,6,23,0,6,0,2,0.72,0.6818,0.62,0.0,53,97,150
3963,2,0,6,0,0,0,0,1,0.7,0.6515,0.65,0.0,18,71,89
3964,2,0,6,1,0,0,0,2,0.7,0.6515,0.65,0.0896,17,59,76
3965,2,0,6,2,0,0,0,1,0.68,0.6364,0.74,0.0896,13,59,72
3966,2,0,6,3,0,0,0,2,0.66,0.6061,0.78,0.1343,14,16,30
3967,2,0,6,4,0,0,0,2,0.66,0.6212,0.74,0.1343,7,10,17
3968,2,0,6,5,0,0,0,2,0.66,0.6061,0.78,0.0,7,12,19
3969,2,0,6,6,0,0,0,2,0.66,0.6061,0.78,0.1642,11,22,33
3970,2,0,6,7,0,0,0,2,0.66,0.6061,0.78,0.1642,35,36,71
3971,2,0,6,8,0,0,0,3,0.68,0.6364,0.74,0.1045,25,59,84
3972,2,0,6,9,0,0,0,2,0.68,0.6364,0.74,0.1045,58,111,169
3973,2,0,6,10,0,0,0,2,0.7,0.6515,0.61,0.1045,86,158,244
3974,2,0,6,11,0,0,0,2,0.72,0.6667,0.58,0.0896,141,236,377
3975,2,0,6,12,0,0,0,2,0.74,0.6818,0.55,0.0896,141,255,396
3976,2,0,6,13,0,0,0,2,0.74,0.6667,0.51,0.0,149,214,363
3977,2,0,6,14,0,0,0,3,0.74,0.6818,0.58,0.1045,124,193,317
3978,2,0,6,15,0,0,0,2,0.74,0.6818,0.55,0.1045,146,216,362
